Source Title,Publisher,Year,OCLC Number
Sakmae And Jami : Volume 084,Asia publishers,2014,1001563527,"""\""1900-1999\"",\""Fiction\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Novels\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""novels\"",\""short stories\"""""
"B, Book, And Me",Two Lines Press,2020,1105746994,"""\""Amis Romans, nouvelles, etc. pour la jeunesse\"",\""Amitié Romans, nouvelles, etc. pour la jeunesse\"",\""Best friends\"",\""Best friends Juvenile fiction\"",\""Bullying\"",\""Bullying Juvenile fiction\"",\""Corée Romans, nouvelles, etc. pour la jeunesse\"",\""Eccentrics and eccentricities\"",\""Eccentrics and eccentricities Juvenile fiction\"",\""Écoles Romans, nouvelles, etc. pour la jeunesse\"",\""Family problems Fiction\"",\""Fiction\"",\""Fictional Work\"",\""Friendship\"",\""Friendship Juvenile fiction\"",\""Intimidation Romans, nouvelles, etc. pour la jeunesse\"",\""Juvenile works\"",\""Korea\"",\""Korea Juvenile fiction\"",\""Romans\"",\""Schools\"",\""Schools Juvenile fiction\"",\""Young adult fiction\"",\""Young adult works\"""""
Mina,Two Lines Press,2018,1022986088,"""\""Adolescents Romans, nouvelles, etc\"",\""Anxiety\"",\""Anxiety Fiction\"",\""Bildungsromans\"",\""Domestic fiction\"",\""Étudiants Romans, nouvelles, etc\"",\""FICTION Coming of Age\"",\""FICTION Friendship\"",\""FICTION Literary\"",\""FICTION Women\"",\""Fiction\"",\""Korean fiction 21st century Translations into English\"",\""Novels\"",\""Romans\"",\""Students\"",\""Students Fiction\"",\""Teenagers\"",\""Teenagers Fiction\"",\""novels\"""""
Into The Light : Volume 095,Asia publishers,2015,910686394,"""\""1900-1999\"",\""Fiction\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Novels\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""novels\"",\""short stories\"",\""한국 단편 소설韓國短篇小說\"",\""한국 문학[韓國文學"""
Mandala,Dong-Suh Munhaksa,1990,76585798,"""\""(VLB-FS)Buddhismus\"",\""(VLB-FS)Kloster\"",\""(VLB-FS)Korea\"",\""(VLB-FS)Mandala\"",\""(VLB-FS)Mönch\"",\""(VLB-PF)BB: Gebunden\"",\""(VLB-WG)111: Belletristik / Romane, Erzählungen\"",\""(VLB-WI)1: Hardcover, Softcover, Karte\"",\""Belletristische Darstellung\"",\""Buddhismus\"",\""Fiktionale Darstellung\"",\""Korea\"",\""Korea Buddhismus Volksreligion Belletristische Darstellung\"",\""Koreanisch\"",\""Roman\"",\""Volksreligion\"""""
One Left: A Novel,University of Washington Press,2020,1141904417,"""\""Comfort women\"",\""Comfort women Fiction\"",\""Femmes Corée Romans, nouvelles, etc\"",\""Femmes de réconfort Romans, nouvelles, etc\"",\""Fiction\"",\""Historical fiction\"",\""Korea\"",\""Women\"",\""Women Korea Fiction\"""""
Divorce,Strangers Press,2019,1266210932,"""\""Divorce\"",\""Divorce Fiction\"",\""Divorce Romans, nouvelles, etc\"",\""Feminist fiction\"",\""Fiction\"",\""Korean fiction 21st century Translations into English\"",\""Nouvelles\"",\""Short stories\"",\""Social problem fiction\"",\""short stories\"""""
Record Of A Journey To Mujin,Asia publishers,2012,870802548,"""\""Cuentos coreanos Siglo XX Traducciones al inglés\"",\""Kim, Sŭng-ok, 1941-\"",\""Literatura coreana Siglo XX Traducciones al inglés\"""""
Seoul-1964-Winter,Hollym,2008,275165845,"""\""Nouvelles coréennes\"",\""Short stories, Korean\"""""
Giada,Terra e Inferno,2019,-,-
The Plotters,Anchor Books,2019,1137260937,"""\""Assassins\"",\""Assassins Fiction\"",\""Fiction\"",\""Korea (South) Seoul\"",\""Seoul (Korea) Fiction\"",\""Thrillers (Fiction)\"""""
The Plotters,4th Estate,2019,1079340710,"""\""Fiction\"",\""Korea (South) Seoul\"",\""Seoul (Korea) Fiction\"",\""Thrillers (Fiction)\"""""
The Plotters,The Text Publishing Company,2018,1041853114,"""\""Assassins\"",\""Assassins Fiction\"",\""Books and reading\"",\""Books and reading Fiction\"",\""Crime organisé Romans, nouvelles, etc\"",\""Fiction\"",\""Korea (South) Seoul\"",\""Livres et lecture Romans, nouvelles, etc\"",\""Noir fiction\"",\""Organized crime\"",\""Organized crime Fiction\"",\""Seoul (Korea) Fiction\"",\""Thrillers (Fiction)\"""""
Happy New Year To Everyone : Volume 048,Asia pubilshers,2006,1001467205,"""\""1900-1999\"",\""Fiction\"",\""Fictional Work\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
I Hear Your Voice,Mariner Books,2017,953710017,"""\""Amitié Romans, nouvelles, etc\"",\""Bildungsromans\"",\""FICTION General\"",\""FICTION Literary\"",\""Fiction\"",\""Friendship\"",\""Friendship Fiction\"",\""Garçons adolescents Romans, nouvelles, etc\"",\""Korea (South) Seoul\"",\""Korean fiction\"",\""Korean fiction 21st century Translations into English\"",\""Motards (Gangs) Romans, nouvelles, etc\"",\""Motorcycle gangs\"",\""Motorcycle gangs Fiction\"",\""Orphans\"",\""Orphans Fiction\"",\""Seoul (Korea) Fiction\"",\""Teenage boys\"",\""Teenage boys Fiction\"""""
Black Flower,Houghton Mifflin,2012,772099547,"""\""1904-1905\"",\""Andrae, A\"",\""Epic fiction\"",\""Fiction\"",\""Guerre russo-japonaise, 1904-1905 Réfugiés Romans, nouvelles, etc\"",\""Historical fiction\"",\""Indentured servants\"",\""Indentured servants Fiction\"",\""Kim, Young-ha, 1968-\"",\""Kim, Young-ha, 1968- Translations into English\"",\""Koreanisch\"",\""Koreans Migrations\"",\""Koreans Migrations Fiction\"",\""Main-d'œuvre engagée à long terme Romans, nouvelles, etc\"",\""Refugees\"",\""Romans épiques\"",\""Russo-Japanese War, 1904-1905 Refugees Fiction\"",\""Translations\"""""
Your Republic Is Calling You,Mariner Books,2010,502158708,"""\""Espionage, North Korean\"",\""Espionage, North Korean Fiction\"",\""Espionnage nord-coréen Romans, nouvelles, etc\"",\""Fiction\"",\""Kim, Young-ha, 1968-\"",\""Kim, Young-ha, 1968- Translations into English\"",\""Koreanisch\"",\""Nordkorea\"",\""Politik\"",\""Spy fiction\"",\""Spy stories\"",\""Südkorea\"",\""Thriller\"",\""Translations\"""""
I Have The Right To Destroy Myself,HarcourtBooks,2007,71790103,"""\""1900-1999\"",\""Amour Corée du Sud 20e siècle Romans, nouvelles, etc\"",\""Fiction\"",\""Fictional Work\"",\""Jeunesse Corée du Sud Conditions sociales 20e siècle Romans, nouvelles, etc\"",\""Kim, Young-ha, 1968-\"",\""Kim, Young-ha, 1968- Translations into English\"",\""Korea (South)\"",\""Korea (South) Seoul\"",\""Love\"",\""Love Korea (South) 20th century Fiction\"",\""Man-woman relationships\"",\""Man-woman relationships Korea (South) 20th century Fiction\"",\""Relations entre hommes et femmes Corée du Sud 20e siècle Romans, nouvelles, etc\"",\""Romans\"",\""Seoul (Korea) Fiction\"",\""Translations\"",\""Translations into English\"",\""Youth Korea (South) Social conditions 20th century Fiction\"",\""Youth Social conditions\"""""
Photo Shop Murder,Jimoondang,2003,53309440,"""\""Fiction\"",\""Koreanisch\"",\""Kurzgeschichte\"",\""Romans\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"""""
The Scorpion,Kitaab International Pte. Ltd.,2018,1066233560,"""\""Corée Histoire Romans, nouvelles, etc\"",\""Fiction\"",\""Historical fiction\"",\""History\"",\""Korea\"",\""Korea History Fiction\"",\""Korean fiction\"",\""Korean fiction Translations into English\"",\""Translations\"""""
The House With A Sunken Courtyard,DALKEY ARCHIVE,2013,882106703,"""\""1950-1953\"",\""Autobiographical fiction\"",\""FICTION General\"",\""Families\"",\""Families Fiction\"",\""Familles Romans, nouvelles, etc\"",\""Fiction\"",\""Guerre de Corée, 1950-1953 Romans, nouvelles, etc\"",\""Guerre et familles Romans, nouvelles, etc\"",\""Guerre et société Romans, nouvelles, etc\"",\""Korea (South) Taegu\"",\""Korean War, 1950-1953 Fiction\"",\""Taegu (Korea) Fiction\"",\""Victimes de guerre Romans, nouvelles, etc\"",\""War and families\"",\""War and families Fiction\"",\""War and society\"",\""War and society Fiction\"",\""War stories\"",\""War victims\"",\""War victims Fiction\"""""
Soul Of Darkness,Asia publishers,2012,808142577,"""\""Fiction\"",\""Nouvelles\"",\""Novels\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""novels\"",\""short stories\"",\""한국 단편 소설[韓國短篇小說"""
Evening Glow,Asian Humanities Press,2003,52644498,"""\""Kim, Wŏn-il, 1942-\"",\""Kim, Wŏn-il, 1942- Translations into English\"""""
The Wind And The River,Si-sa-yong-o-sa,1988,19466486,"""\""Fiction\"",\""Korean fiction\"",\""Korean fiction Translations into English\"",\""Romans\"",\""Translations\"""""
"Spring, Spring : Volume 096",Asia publishers,2015,910338800,"""\""1900-1999\"",\""Fiction\"",\""Fictional Work\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"",\""한국 단편 소설[韓國短篇小說"""
Blood Sisters,Deep Vellum Publishing,2019,1030906757,"""\""Bildungsromans\"",\""Corée du Sud Romans, nouvelles, etc\"",\""Étudiantes Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"",\""Korea (South)\"",\""Korea (South) Fiction\"",\""Novels\"",\""Romans\"",\""Women college students\"",\""Women college students Fiction\"""""
The Long Road,Merwin Asia,2010,490811108,"""\""Australia\"",\""Coréens Australie Romans, nouvelles, etc\"",\""Fiction\"",\""Koreans\"",\""Koreans Australia Fiction\"",\""Romans\"""""
Stingray,DALKEY ARCHIVE,2013,881278954,"""\""Domestic fiction\"",\""FICTION General\"",\""Families\"",\""Families Korea Fiction\"",\""Familles Corée Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"""""
The Sound Of Thunder,Si-sa-yong-o-sa,1990,23738379,"""\""1950-1953\"",\""CHR 1992\"",\""Fiction\"",\""Guerre de Corée (1950-1953) Roman\"",\""Guerre de Corée, 1950-1953 Romans, nouvelles, etc\"",\""Korean War, 1950-1953 Fiction\"",\""Littérature coréenne 20e siècle\"",\""Novels\"",\""PRO Potok, Adena (donor) (Potok Collection copy)\"",\""Romans\"",\""War stories\"",\""novels\"""""
Alone Over There : Volume 085,Asia publishers,2014,1001563902,"""\""1900-1999\"",\""Fiction\"",\""Fictional Work\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
Samnyong The Mute : Volume 097,Asia publishers,2015,910728590,"""\""1900-1999\"",\""Fiction\"",\""Fictional Work\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"",\""한국 단편 소설[韓國短篇小說"""
Land: Volume 1,Global Oriental,2011,432409149,"""\""1864-1945\"",\""Corée Histoire 1864-1910 Romans, nouvelles, etc\"",\""Corée Histoire 1910-1945 (Occupation japonaise) Romans, nouvelles, etc\"",\""Fiction\"",\""Fictional Work\"",\""Frau\"",\""History\"",\""Korea\"",\""Korea History 1864-1910 Fiction\"",\""Korea History Japanese occupation, 1910-1945 Fiction\"",\""Koreanisch\"",\""Roman\"",\""Romans\"""""
Land: Volume 2,Global Oriental,2011,432409149,"""\""1864-1945\"",\""Corée Histoire 1864-1910 Romans, nouvelles, etc\"",\""Corée Histoire 1910-1945 (Occupation japonaise) Romans, nouvelles, etc\"",\""Fiction\"",\""Fictional Work\"",\""Frau\"",\""History\"",\""Korea\"",\""Korea History 1864-1910 Fiction\"",\""Korea History Japanese occupation, 1910-1945 Fiction\"",\""Koreanisch\"",\""Roman\"",\""Romans\"""""
Land: Volume 3,Global Oriental,2011,432409149,"""\""1864-1945\"",\""Corée Histoire 1864-1910 Romans, nouvelles, etc\"",\""Corée Histoire 1910-1945 (Occupation japonaise) Romans, nouvelles, etc\"",\""Fiction\"",\""Fictional Work\"",\""Frau\"",\""History\"",\""Korea\"",\""Korea History 1864-1910 Fiction\"",\""Korea History Japanese occupation, 1910-1945 Fiction\"",\""Koreanisch\"",\""Roman\"",\""Romans\"""""
The Curse Of Kim's Daughters,Homa & Sekey,2004,53993095,"""\""18.90 other Asiatic languages\"",\""1900-1999\"",\""Fiction\"",\""History\"",\""Korea\"",\""Korea History 20th century Fiction\"",\""Novels (texts)\"",\""Romans\"""""
Land,Kegan Paul International,1996,32347066,"""\""1900-1999\"",\""Corée Histoire 20e siècle Romans, nouvelles, etc\"",\""Epic fiction\"",\""Fiction\"",\""Historical fiction\"",\""History\"",\""Korea\"",\""Korea History 20th century Fiction\"",\""Korean fiction\"",\""Novels\"",\""Romans\"",\""novels\"""""
Dinner With Buffett,Asia publishers,2014,904963724,"""\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"""""
Pavane For A Dead Princess,Dalkey Archive Press,2014,883391401,"""\""Corée Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"",\""Korea Fiction\"",\""Koreanisch\"",\""Novels\"",\""Roman\"",\""Romans\"""""
The Man She Loved,Crescent Publications,1986,15433435,"""\""Korean fiction\"",\""Linguas Oceanicas E Australasicas\"",\""Nouvelles coréennes\"",\""Short stories, Korean\"""""
Was That Mountain Really There?,Kitaab International Pte. Ltd.,2018,1066234163,"""\""1950-1953\"",\""Autobiographical fiction\"",\""Fiction\"",\""Guerre de Corée, 1950-1953 Romans, nouvelles, etc\"",\""Korean War, 1950-1953 Fiction\"",\""Korean fiction\"",\""Korean fiction Translations into English\"",\""Translations\"""""
Mother's Stake,Asia publishers,2012,808368441,"""\""Fiction\"",\""Fictional Work\"",\""Nouvelles\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
The Red Room,University of Hawaii Press,2009,671821515,"""\""1900-1999\"",\""FICTION Literary\"",\""Korean fiction\"",\""Korean fiction 20th century Translations into English\"",\""LITERARY CRITICISM Asian General\"",\""Translations\"""""
Who Ate Up All The Shinga?,Columbia University Press,2009,863223458,"""\""1910-1945\"",\""Authors, Korean\"",\""Authors, Korean Fiction\"",\""Corée Conditions sociales 1910-1945 Romans, nouvelles, etc\"",\""Écrivains coréens Romans, nouvelles, etc\"",\""FICTION General\"",\""Fiction\"",\""Frau\"",\""Korea\"",\""Korea Social conditions 1910-1945 Fiction\"",\""Pak, Wan-sŏ, 1931-2011\"",\""Pak, Wan-sŏ, 1931-2011 Fiction\"",\""Social conditions\"""""
Weathered Blossom,Hollym,2006,69734357,"""\""Corée Romans, nouvelles, etc\"",\""Fiction\"",\""Korea\"",\""Korea Fiction\"""""
Three Days In That Autumn,Jimoondang,2001,82544750,"""\""18.90 other Asiatic languages\"",\""Korea\"",\""Noveller\"",\""Novels (texts)\"",\""Pak, Wan-sŏ, 1931-2011\"",\""Pak, Wan-sŏ, 1931-2011 Translations into English\"",\""Translations\"",\""Translations (form)\"""""
The Naked Tree,Cornell Univ. East Asia Program,1996,34767829,"""\""18.90 other Asiatic languages\"",\""1950-1953\"",\""Bildungsromans\"",\""Fiction\"",\""Guerre de Corée, 1950-1953 Romans, nouvelles, etc\"",\""Korea (South) Seoul\"",\""Korean War, 1950-1953 Fiction\"",\""Korean fiction\"",\""Novels (texts)\"",\""Peintres sur étoffes Corée du Sud Séoul Romans, nouvelles, etc\"",\""Romans\"",\""South Korea\"",\""Textile painters\"",\""Textile painters Korea (South) Seoul Fiction\"",\""Translations (form)\"""""
